latitude,longitude,CLUSTER
-3.75326871802,-38.5489439197,2
-3.80835025003,-38.5736459,18
-3.7985823311,-38.5895322556,24
-3.81819673794,-38.59673091,11
-3.76303498598,-38.589306079,0
-3.76870235003,-38.5791356,0
-3.79588401325,-38.4936624274,12
-3.78423615003,-38.5013255,1
-3.72172145003,-38.585962,-1
-3.78423615003,-38.5013255,1
-3.78996049098,-38.4734390949,9
-3.79798166669,-38.4964412501,12
-3.75326810883,-38.5489454077,2
-3.78498610003,-38.4954757,1
-3.79693215003,-38.4644461,-1
-3.80834705003,-38.5736682,18
-3.81097815003,-38.510435,-1
-3.78995930003,-38.4734268,9
-3.74178105003,-38.5910169,13
-3.82805420003,-38.5613125,4
-3.76869520003,-38.57913,0
-3.79393425003,-38.4802919,9
-3.79590315003,-38.49359,12
-3.78544833336,-38.4989033333,1
-3.75589259967,-38.5884927585,0
-3.81062905003,-38.6330835,-1
-3.82124311481,-38.5640023606,-1
-3.75936530002,-38.5293219507,-1
-3.80042035003,-38.4950122,12
-3.78521310003,-38.4962858,1
-3.78589530003,-38.5678122,10
-3.78998605003,-38.4734438,9
-3.79593815003,-38.49368,12
-3.78592230003,-38.5677993,10
-3.82806548309,-38.5613069061,4
-3.75589645003,-38.5885025,0
-3.71768245003,-38.5718156,-1
-3.80696487809,-38.4946096441,12
-3.79594630003,-38.4937133,12
-3.79594315003,-38.4936633,12
-3.83340641631,-38.5692107089,22
-3.81386541322,-38.5957849394,11
-3.78998292469,-38.4734322828,9
-3.73421715003,-38.4968116,7
-3.7553182163,-38.577570753,0
-3.74947150388,-38.5838782507,0
-3.73456045003,-38.4969526,7
-3.79592205718,-38.4937606286,12
-3.75317445003,-38.5166592,-1
-3.78997805003,-38.4734165,9
-3.817621737,-38.5961485141,11
-3.72880667744,-38.5970900019,14
-3.75531575003,-38.5774916,0
-3.79597130003,-38.4912216,12
-3.79597130003,-38.4912216,12
-3.78587805003,-38.5683162,10
-3.79523880289,-38.4960322468,12
-3.83342130003,-38.5692116,22
-3.77393631503,-38.5875764623,-1
-3.73101430003,-38.5097134,-1
-3.76251315003,-38.5918999,0
-3.73385150003,-38.496824,7
-3.79865798092,-38.4945546174,12
-3.78521540003,-38.4961634,1
-3.78994805003,-38.4734369,9
-3.73443420003,-38.4968761,7
-3.78590110003,-38.5682687,10
-3.79369576068,-38.4906082927,12
-3.80741263486,-38.5803773097,18
-3.73447830003,-38.4968371,7
-3.80141815003,-38.490545,12
-3.76303536064,-38.5893061909,0
-3.82062105003,-38.5577492,23
-3.75338206262,-38.5487439222,2
-3.76191640003,-38.5857436,0
-3.76147410003,-38.5652269,-1
-3.78188330003,-38.5891898,-1
-3.78993320003,-38.4735009,9
-3.74894335003,-38.5153509,-1
-3.77279425003,-38.5159583,-1
-3.83005130003,-38.466665,17
-3.75338289445,-38.5487409306,2
-3.78994425003,-38.473487,9
-3.79876540003,-38.4944995,12
-3.79591630003,-38.4936999,12
-3.7327154209,-38.4568615849,-1
-3.78589540003,-38.5678961,10
-3.74894610003,-38.5833863,0
-3.79588315003,-38.4989799,12
-3.74940830003,-38.5847554,0
-3.78995126581,-38.4734694282,9
-3.80740318745,-38.5803740726,18
-3.75587845003,-38.5884188,0
-3.79582075003,-38.4937333,12
-3.78524396589,-38.4961483214,1
-3.80021851028,-38.4941434266,12
-3.78596315003,-38.5679847,10
-3.78596315003,-38.5679847,10
-3.79468740003,-38.5679282,-1
-3.75516528623,-38.5563721524,3
-3.73444538247,-38.4968986486,7
-3.79006110003,-38.4735184,9
-3.8181414874,-38.596786707,11
-3.78585605003,-38.568373,10
-3.73440015003,-38.4968616,7
-3.80858110003,-38.572386,18
-3.78993205003,-38.4735079,9
-3.81371861788,-38.595597057,11
-3.73207025003,-38.4905575,-1
-3.75589345003,-38.5884488,0
-3.83339905897,-38.5692049318,22
-3.75325723998,-38.5489765968,2
-3.76344549627,-38.5809054271,0
-3.79857532734,-38.4948773947,12
-3.78518784311,-38.4961721286,1
-3.78993930003,-38.4734974,9
-3.73072155234,-38.5906739826,-1
-3.75324416661,-38.5489847157,2
-3.75741740003,-38.5833129,0
-3.73449945003,-38.4968819,7
-3.78584125003,-38.5681373,10
-3.81372003057,-38.5955970784,11
-3.76344549627,-38.5809054271,0
-3.81643420003,-38.5569132,23
-3.75536315003,-38.5774933,0
-3.80698528002,-38.5775425786,18
-3.75591120003,-38.5884974,0
-3.73451005003,-38.4968323,7
-3.7553332163,-38.577570753,0
-3.78787205003,-38.5059282,1
-3.78994810965,-38.4734997556,9
-3.79382315003,-38.5005233,1
-3.78587005003,-38.5679203,10
-3.83712845003,-38.5589998,4
-3.75324555928,-38.5489833746,2
-3.72968295507,-38.5847152167,-1
-3.76539410003,-38.5739665,0
-3.83154168672,-38.560812376,4
-3.80571108143,-38.6330620777,-1
-3.75324758466,-38.5489802339,2
-3.79731810003,-38.5005955,12
-3.79576130003,-38.4936383,12
-3.79902499174,-38.4943803902,12
-3.78588945003,-38.5678627,10
-3.78995086552,-38.4734959276,9
-3.70858156293,-38.5680954644,-1
-3.73452020003,-38.4968133,7
-3.75777830003,-38.5855013,0
-3.72883376309,-38.5973153593,14
-3.77379425003,-38.5800988,0
-3.83706830003,-38.5589877,4
-3.75926020003,-38.537362,30
-3.7495702856,-38.5839694423,0
-3.78521404694,-38.4960744844,1
-3.73443715003,-38.4969493,7
-3.75481925003,-38.5659191,3
-3.75584715003,-38.5884386,0
-3.81542376666,-38.5801472537,31
-3.83332313829,-38.5692147433,22
-3.75926020003,-38.537362,30
-3.77379425003,-38.5800988,0
-3.81542301315,-38.5801469363,31
-3.7417622117,-38.5936836331,13
-3.79907415003,-38.4944443,12
-3.79907415003,-38.4944443,12
-3.83710136593,-38.5589943731,4
-3.73456120003,-38.4966497,7
-3.80206325003,-38.4859444,12
-3.79901520003,-38.4940677,12
-3.79901520003,-38.4940677,12
-3.79548815003,-38.4951783,12
-3.81368697283,-38.5955929364,11
-3.75856715003,-38.5795107,0
-3.77271720003,-38.5851807,-1
-3.73452820003,-38.4967075,7
-3.78484030003,-38.5054312,1
-3.79901520003,-38.4940677,12
-3.79901520003,-38.4940677,12
-3.75488535003,-38.5660057,3
-3.73449898047,-38.4969130801,7
-3.80174535238,-38.4960557191,12
-3.78519035003,-38.4962024,1
-3.80010125003,-38.4894115,12
-3.83429815003,-38.5606516,4
-3.81368704842,-38.5955930646,11
-3.79902820003,-38.4944376,12
-3.73325726854,-38.4962834535,7
-3.70869522719,-38.5638525746,-1
-3.81544909651,-38.5801642501,31
-3.75488125003,-38.5659102,3
-3.79902820003,-38.4944376,12
-3.7534425884,-38.5487540608,2
-3.75502130003,-38.578035,0
-3.80749243613,-38.5026974762,-1
-3.76294315003,-38.5894468,0
-3.75494100003,-38.5659281,3
-3.83430170228,-38.5607026036,4
-3.78521005003,-38.4962239,1
-3.76054751619,-38.590146839,0
-3.7061602068,-38.5910660958,-1
-3.82132545003,-38.5580338,23
-3.75299530003,-38.5570765,3
-3.78521962894,-38.4961921463,1
-3.80707315003,-38.503825,-1
-3.77986110003,-38.6203892,-1
-3.73473230003,-38.5031044,-1
-3.75608235003,-38.5883334,0
-3.80304727984,-38.5907937681,29
-3.78550905003,-38.5679506,10
-3.80173321692,-38.4960641971,12
-3.8154502025,-38.5801616839,31
-3.78521416552,-38.4961237299,1
-3.74177801887,-38.5937174192,13
-3.79963338229,-38.4942241657,12
-3.81545045624,-38.5801616177,31
-3.78558025003,-38.5679989,10
-3.79939920003,-38.4938913,12
-3.80170815003,-38.4961033,12
-3.80304736808,-38.5907906978,29
-3.76280215003,-38.5858479,0
-3.82806235003,-38.5612216,4
-3.79487945003,-38.5500722,-1
-3.78788720003,-38.5059455,1
-3.75589820003,-38.5884036,0
-3.79937930003,-38.4939823,12
-3.78570405003,-38.5680922,10
-3.82089100003,-38.5577507,23
-3.82076545003,-38.5573718,23
-3.78571445003,-38.5681832,10
-3.80992200003,-38.4659436,-1
-3.78799946606,-38.5060713257,1
-3.80304811167,-38.5907920302,29
-3.81078705003,-38.5394801,19
-3.79073773894,-38.5512663204,-1
-3.75592630003,-38.5883188,0
-3.73327430003,-38.4962261,7
-3.75854745003,-38.580334,0
-3.80304587057,-38.5907906036,29
-3.73327735003,-38.4962263,7
-3.80715731988,-38.5777377488,18
-3.8207043546,-38.557335684,23
-3.75526630003,-38.5774516,0
-3.76342880522,-38.5809255059,0
-3.80174130003,-38.4960733,12
-3.78787820003,-38.5059528,1
-3.77363797061,-38.5720968997,0
-3.80304459893,-38.5907905356,29
-3.83144525003,-38.5526041,-1
-3.78562620003,-38.5697773,10
-3.80715638588,-38.5777369156,18
-3.80304455469,-38.590791068,29
-3.76280215003,-38.5858479,0
-3.82419209767,-38.5952654655,-1
-3.80306991361,-38.5907593064,29
-3.83390948215,-38.5579551098,4
-3.73441905003,-38.4965598,7
-3.74218327124,-38.5524640409,-1
-3.76047425003,-38.5703367,0
-3.79367630003,-38.4906316,12
-3.75536075003,-38.57758,0
-3.83802045003,-38.559233,4
-3.80702528101,-38.5774872444,18
-3.73340030003,-38.4962961,7
-3.75490815003,-38.5659137,3
-3.75593940003,-38.5884448,0
-3.81573130003,-38.490495,-1
-3.76651605003,-38.5518902,28
-3.75531900003,-38.57754,0
-3.81816514631,-38.5967713039,11
-3.75531630003,-38.5775383,0
-3.82807015003,-38.5615447,4
-3.81572445003,-38.490455,-1
-3.73449015003,-38.4968811,7
-3.80304918277,-38.5907803937,29
-3.73341435003,-38.4962199,7
-3.75588430003,-38.5884941,0
-3.75850902907,-38.5567867158,3
-3.75597839652,-38.593992554,0
-3.73499930003,-38.497211,7
-3.78275605003,-38.5546851,-1
-3.75655626398,-38.5823070482,0
-3.80304727853,-38.5907860119,29
-3.82411130003,-38.4670133,17
-3.70907124504,-38.5951959478,8
-3.81078530003,-38.5394784,19
-3.72168940003,-38.5168267,-1
-3.80304687514,-38.5907882176,29
-3.83915310003,-38.5630666,4
-3.80304548987,-38.5907897108,29
-3.82425130003,-38.4670983,17
-3.73450345003,-38.496877,7
-3.70975903554,-38.5890731815,-1
-3.72880863163,-38.5972310083,14
-3.75510635003,-38.5928416,0
-3.74184056987,-38.5936903538,13
-3.72436715003,-38.5068376,-1
-3.82421895003,-38.4670483,17
-3.82804540003,-38.5612501,4
-3.78382445003,-38.564061,10
-3.72422045003,-38.5069068,-1
-3.82419130003,-38.4670599,17
-3.77366740003,-38.580027,0
-3.72886094224,-38.5973319898,14
-3.73261630003,-38.5463766,16
-3.75510840003,-38.5928316,0
-3.72886905918,-38.5973095437,14
-3.73546315003,-38.5862959,-1
-3.72445825003,-38.5068528,-1
-3.76296430003,-38.589407,0
-3.75539315003,-38.5773983,0
-3.75324308174,-38.5489586564,2
-3.80789035003,-38.5159368,-1
-3.72324695472,-38.5966905937,-1
-3.75324271564,-38.5489592537,2
-3.78789930072,-38.5058716588,1
-3.81072608605,-38.539483269,19
-3.75535130003,-38.5774333,0
-3.81816156043,-38.5967702068,11
-3.71687415446,-38.5953892343,8
-3.7532443724,-38.5489590842,2
-3.79531120003,-38.5064824,1
-3.80924005003,-38.5723232,18
-3.72880518193,-38.5973449399,14
-3.75527315003,-38.5775549,0
-3.79355315003,-38.49058,12
-3.75324458668,-38.5489592501,2
-3.80095315003,-38.4970949,12
-3.75327641787,-38.5489779191,2
-3.73656820003,-38.4964222,7
-3.7532734767,-38.5489737458,2
-3.78793720003,-38.6532446,-1
-3.80177815003,-38.49607,12
-3.83735100003,-38.5802605,-1
-3.82061045003,-38.557597,23
-3.80113630003,-38.49556,12
-3.79047504971,-38.4751723964,9
-3.80751905003,-38.6045207,-1
-3.81078640003,-38.53948,19
-3.75525087144,-38.5775691203,0
-3.75327322998,-38.5489710561,2
-3.7635112485,-38.5808712901,0
-3.74092295003,-38.515875,-1
-3.75327227201,-38.5489706041,2
-3.81078640003,-38.53947995,19
-3.80924005003,-38.5723232,18
-3.79097240003,-38.4777944,9
-3.82093105003,-38.5574566,23
-3.75327100716,-38.5489697567,2
-3.75534167326,-38.5775742081,0
-3.77036525003,-38.5706154,0
-3.80654321692,-38.4956091971,12
-3.82270925003,-38.5585209,23
-3.79585815003,-38.4937983,12
-3.7531933004,-38.5489989802,2
-3.73969630003,-38.5048866,-1
-3.77967325003,-38.5833308,0
-3.75873803372,-38.5834566688,0
-3.82420210003,-38.5509628,-1
-3.76353341711,-38.5808167123,0
-3.75540076185,-38.5775090412,0
-3.75532576185,-38.5775608589,0
-3.77805820003,-38.5619972,10
-3.82045225003,-38.6016705,-1
-3.75539630003,-38.5774783,0
-3.81812705003,-38.5967348,11
-3.78008315003,-38.5634016,10
-3.78009315003,-38.5634116,10
-3.76527130003,-38.5769249,0
-3.81821130003,-38.5967994,11
-3.74246831085,-38.5901414633,13
-3.76341155825,-38.5809530846,0
-3.76341155825,-38.5809530846,0
-3.7587545052,-38.5834449362,0
-3.75875508358,-38.5834448036,0
-3.75875508358,-38.5834448036,0
-3.77379740003,-38.5800956,0
-3.77906445003,-38.5831112,0
-3.79513225003,-38.5505693,-1
-3.72233925003,-38.5972816,-1
-3.75539524572,-38.5775340685,0
-3.75661535003,-38.5798209,0
-3.74831400003,-38.5526883,-1
-3.75553130003,-38.5776133,0
-3.79471605003,-38.5679207,-1
-3.77814540003,-38.576889,0
-3.74867720003,-38.5222755,-1
-3.75525130003,-38.577535,0
-3.75534264994,-38.5775372621,0
-3.79473340003,-38.5679501,-1
